term	ttf	df
arrived 	58817322	5403529
rubber 	58800060	3258781
din 	58794703	3835062
287 	58792790	8630885
tam 	58763033	3580882
304 	58726335	8017835
留 	58724714	1096641
degrees 	58712152	5781116
duke 	58709783	3161151
tak 	58664379	2437599
occupied 	58653248	5671701
characteristic 	58646207	5752570
haut 	58622631	2915066
shop 	58603264	4472487
parce 	58558471	1842443
p.m 	58552857	3107147
しく 	58543133	518775
chain 	58523803	5463570
extreme 	58499524	7690207
killed 	58497211	4590776
advertising 	58487807	2917443
version 	58487456	6231779
友 	58483666	1069459
紀 	58444914	819025
founded 	58441195	5028336
auto 	58438280	6138022
geht 	58437066	1787596
expect 	58414792	6315489
sunt 	58402727	1769720
1887 	58371732	4492815
unique 	58354580	6675746
probable 	58349645	6912976
bedeutung 	58327389	2011638
费 	58319462	670767
feature 	58296146	5947124
uni 	58288026	8012879
れか 	58270232	503461
體 	58244844	535852
allem 	58244327	1815673
raison 	58244109	2442656
esa 	58231006	1923711
andern 	58225802	1621952
翻 	58222457	1044984
patterns 	58211901	4674416
291 	58209758	8393333
rice 	58197572	4511727
れに 	58115382	498690
主義 	58114965	551744
narrow 	58099099	6176646
paa 	58057299	750883
と思 	58036175	462389
十三 	57998522	963597
2.2 	57958548	4474594
nei 	57954722	2391800
几 	57948787	685520
manual 	57943576	5230992
警 	57936897	1051422
э 	57907239	996606
thinking 	57898001	5418621
pension 	57887909	3741801
memes 	57880894	1767962
arranged 	57863245	6139096
formerly 	57862380	5534321
2005 	57847752	1683124
mundo 	57758930	1848338
cited 	57745298	4987804
286 	57715261	8516508
復 	57702215	816549
dog 	57699629	4827468
cosa 	57688664	1914021
perche 	57688646	1005287
instructions 	57685706	5423731
hun 	57681914	4138597
conflict 	57666096	5087529
284 	57656922	8524814
operated 	57642146	4733910
listed 	57621678	5167259
欲 	57595077	1048005
antes 	57592597	1621610
らす 	57590163	499666
לא 	57585596	90535
甚 	57569478	1031994
juin 	57549696	1629174
slow 	57518208	6425951
conclusions 	57481214	6125106
293 	57474598	8475921
perform 	57469441	5939845
景 	57433041	1101508
296 	57426421	8299532
0.3 	57423363	3020151
forced 	57379213	6195349
ble 	57342294	6281673
га 	57329185	969261
4th 	57308723	4259093
称 	57295898	922773
qu'un 	57291872	1798067
contrast 	57289413	5961452
307 	57280310	8088114
ayant 	57279933	1764939
supplied 	57255243	5997859
dio 	57232770	3403558
acre 	57232230	3537855
grow 	57211650	6200152
gentleman 	57202053	3254646
降 	57188956	1091384
什 	57177968	689874
track 	57154419	4545391
commissioners 	57153198	2460479
鲁 	57148443	587433
jeder 	57137822	1782540
てし 	57126256	489525
natur 	57121464	2875029
formal 	57115871	6728600
grants 	57095572	3862494
1885 	57078298	4588391
song 	57067883	3869118
传 	57030405	419971
佐 	57024621	968353
cloth 	57024421	4041213
sentence 	57002650	4531958
academy 	56983922	4375087
readily 	56982925	6180621
jak 	56982106	657310
1.3 	56940528	4429391
methode 	56880167	2721565
rail 	56873975	3938102
mus 	56864218	4814969
声 	56846688	849241
slight 	56835834	6061543
fie 	56811932	2783668
false 	56799757	5619444
概 	56779064	1042728
circulation 	56774109	5019728
1870 	56732000	4989686
component 	56712322	4211517
介 	56701466	1092795
buy 	56690107	4931475
297 	56686125	8456276
ec 	56682602	4378154
nouveau 	56660177	2435070
calif 	56650924	1821178
leader 	56647658	4854793
撃 	56615675	692581
房 	56591940	1062774
息 	56591246	1071323
те 	56563764	1002869
321 	56556700	7926329
temporary 	56550477	5810486
sud 	56534967	4539111
ait 	56531442	3082999
femme 	56526674	1784676
literary 	56520266	3688658
cir 	56519416	5753523
lawrence 	56518355	4382338
們 	56498447	305088
數 	56492551	551654
1.4 	56484464	4322342
館 	56477563	794707
consumer 	56477025	3061772
jahr 	56464867	1944671
309 	56441588	8031076
ports 	56433961	4672101
composed 	56413030	6313753
explained 	56407228	6387670
xix 	56398793	5921460
того 	56395273	619185
extremely 	56387094	6331295
306 	56382600	7956092
divine 	56365218	3936443
plasma 	56357680	1352320
quickly 	56347101	6200809
онъ 	56331144	114295
耳 	56329118	1034086
bald 	56327180	3377309
keeping 	56324143	6769308
うか 	56309338	481157
rooms 	56302055	4514646
iz 	56295084	3033419
级 	56290847	485584
2o 	56274998	3974419
هم 	56263968	356034
quasi 	56243692	4277135
sequence 	56233883	4900109
角 	56227424	1102016
amer 	56221322	3786427
preliminary 	56201819	5819390
log 	56176533	4802874
streets 	56108272	4378431
missouri 	56100490	3021471
ju 	56089113	5261091
きな 	56083907	501117
张 	56061307	435075
似 	56059836	1097613
partly 	56034481	6045762
極 	56033750	833860
miscellaneous 	56012846	3876282
са 	55996980	834091
をも 	55979503	509309
erhalten 	55962191	1721452
σ 	55955053	207966
8vo 	55942068	740537
core 	55917101	5126236
充 	55916911	1071875
difficulties 	55888584	6168194
売 	55882855	495932
吾 	55878792	925959
transition 	55864274	4893584
despite 	55827697	5262656
335 	55825797	7914970
stellen 	55821219	1900431
不能 	55805645	822261
heads 	55782674	5829386
exp 	55780526	2301911
観 	55778355	694123
sq 	55744115	2955537
weit 	55741979	1871037
attitude 	55738766	5667492
uit 	55735478	1164175
sw 	55712857	3041879
был 	55711120	488346
1886 	55710618	4424907
stands 	55703055	6444682
mein 	55682130	2164676
做 	55675076	730369
苦 	55660851	1064388
tend 	55649938	7571568
electronic 	55647046	2717995
323 	55593709	7990368
neben 	55563114	1785622
華 	55554528	851143
household 	55535811	4498037
quali 	55502115	3028139
认 	55492092	384012
1881 	55481925	4510092
execution 	55466703	4883676
sweet 	55464076	4430981
おけ 	55452708	459760
emergency 	55411512	3897537
ihrem 	55404476	1803375
hist 	55391200	2597062
etats 	55389329	1794998
heute 	55388983	1701561
d.c 	55359334	3672104
wisconsin 	55359122	3447783
rank 	55317278	5404429
indiana 	55312490	3713665
ran 	55302625	7516906
らの 	55299098	492066
298 	55295449	8228754
puo 	55293072	967912
cat 	55281912	5179455
maniere 	55279266	1968944
tools 	55266020	4892452
zeigt 	55251971	1681192
explanation 	55224389	6195553
earl 	55204957	3092707
lettres 	55200518	2364563
را 	55195210	319749
gerade 	55192878	1667240
owners 	55179603	4197058
transmission 	55160519	4091560
regime 	55143004	4238558
るた 	55141684	493452
ry 	55140546	4379101
bit 	55127678	5856568
operate 	55118862	5312970
petroleum 	55115615	2684246
める 	55114168	494838
thermal 	55111098	1937582
meat 	55057285	4171978
variations 	55056992	5781592
hereby 	55042287	2299243
d'apres 	55024654	1931989
primarily 	55019054	5771059
nm 	55002034	3065208
ate 	54984743	6270729
十四 	54983609	945897
temperatures 	54967103	2584425
freight 	54960266	2536975
cfr 	54949727	982418
supposed 	54949703	5585675
308 	54938232	7898781
punto 	54925152	1609712
variables 	54913161	3282255
制度 	54902782	803102
permitted 	54900841	5752486
者の 	54855256	491926
peak 	54831035	4099843
determining 	54828735	5478382
twice 	54827680	6681264
width 	54811143	3516082
stay 	54796388	5763006
331 	54794015	7751184
眼 	54788546	1037959
weniger 	54782937	1738735
هذا 	54782738	239004
geo 	54778417	4926854
lbs 	54776763	1707308
passe 	54749616	2782916
lieutenant 	54723069	3086132
sempre 	54719994	942806
294 	54666370	8246064
causa 	54653923	3002195
weekly 	54642330	4242923
317 	54640986	7957032
いっ 	54622431	449926
discovered 	54617247	6049632
thereby 	54604663	5885158
celles 	54592004	1814815
750 	54587280	5790059
たっ 	54573112	453129
tech 	54534843	4514137
314 	54504913	7813365
explain 	54497478	6289984
spot 	54489570	5613676
claimed 	54488928	5137891
segun 	54487399	1218141
deposit 	54484452	3754312
aun 	54457563	1718373
ali 	54444787	4359262
exactly 	54434788	6190768
secured 	54413036	4721895
aqui 	54411458	1745555
herself 	54404270	3998921
message 	54399992	4883501
partir 	54396444	2746648
complaint 	54390879	3488750
superintendent 	54380638	3167819
ele 	54379283	6489588
revue 	54374891	3043223
manufacturers 	54361827	3172541
overall 	54354849	4037620
322 	54330569	7907522
disposition 	54323136	5713082
316 	54295624	7866413
lugar 	54290637	1387008
dose 	54265773	3289858
さん 	54257647	474286
won 	54227854	5545161
れな 	54225232	495391
lettre 	54221365	1825071
row 	54204292	5815811
более 	54166004	459728
thousands 	54162891	5358072
metals 	54160185	2925263
写 	54130975	694486
instances 	54117765	6164812
that's 	54116699	2813776
trying 	54107045	5568650
economics 	54092883	3531819
allfieldsProper:nyp 	54081961	825830
allfields:nyp 	54081961	825830
traditional 	54061031	4682359
ant 	54053370	6049040
ren 	54023467	6320849
ebenso 	53997170	1597080
colour 	53979768	2868712
xviii 	53973272	5731312
otras 	53939681	1184071
んた 	53935459	481219
departments 	53932244	4323421
1884 	53901078	4398413
erste 	53896779	1978138
appointment 	53881388	3961446
mn 	53871850	3584866
payable 	53862759	2610858
rendered 	53862234	5188244
obra 	53854929	1529948
jul 	53836737	2588075
poetry 	53821553	2918518
exposed 	53819520	5464925
375 	53812623	7493178
systeme 	53801876	2460562
guard 	53795318	5037938
固 	53789541	1073713
proposal 	53777354	4218722
seek 	53776923	6028159
三年 	53772911	960252
りて 	53771176	514605
necessarily 	53765017	6329625
奉 	53743685	1016458
cable 	53721777	3841215
factory 	53650905	4381888
absorption 	53632759	3137598
consistent 	53630248	6057763
vols 	53622448	2725751
めに 	53607577	492032
康 	53592767	1062906
副 	53591634	1027960
stark 	53586158	3770696
settled 	53571258	5361066
evolution 	53569219	4898487
quantities 	53555849	4722426
hydrogen 	53549337	1763837
clean 	53536135	5301746
tete 	53515627	2793807
depends 	53507175	6064399
noise 	53498457	4106057
binding 	53478860	4291718
eut 	53448129	1900265
participation 	53441850	4937482
fat 	53436784	4624514
奥 	53420820	948177
るよ 	53411464	486743
careful 	53407897	6452491
0.4 	53398828	2907724
pouvoir 	53388142	1813685
とう 	53364671	476296
allfieldsProper:4 	53350476	5328241
allfields:4 	53350476	5328241
career 	53316200	4432818
registered 	53314350	4080217
準 	53313192	784854
francaise 	53308492	2479211
sollte 	53277995	1652292
兩 	53275345	531288
depart 	53256945	6244592
牛 	53255556	1078991
观 	53247875	490430
afterwards 	53242403	4250013
catholic 	53238418	3249433
aware 	53237235	5832931
roll 	53215701	4954153
الله 	53198336	286185
distributed 	53195108	5960241
anderson 	53181127	4168514
bright 	53179349	5205807
1882 	53160721	4416207
生产 	53160677	194029
ending 	53155544	5175783
license 	53122791	2854537
332 	53111710	7697051
中央 	53109088	876506
italian 	53105449	3958254
3.5 	53103367	4374191
答 	53089946	1032902
με 	53080798	125543
didn't 	53073217	2686132
scotland 	53039290	3105835
ball 	53032762	5374256
poi 	53030485	2315206
nevertheless 	53024328	6031375
cour 	53019977	2930763
receipts 	53011049	2630371
depend 	53009166	7045637
practically 	52997754	5185198
separation 	52988135	5802647
収 	52966119	608085
familiar 	52936985	6795497
380 	52928426	7185533
終 	52925587	838187
differ 	52923991	6427242
ps 	52919775	4242765
をし 	52909612	496613
leicht 	52907968	1771966
weak 	52901460	5859225
outer 	52901453	4568102
gewesen 	52896073	1593171
十六 	52892065	948088
とと 	52887819	496895
gouvernement 	52884884	1549013
nitrogen 	52880668	1880393
δ 	52871780	202142
stocks 	52863278	3316382
strain 	52862599	4412577
behalf 	52860829	4617015
sistema 	52853443	1633129
background 	52827778	5520995
1883 	52818997	4407476
はし 	52802338	512591
parameters 	52799394	2160964
tin 	52796901	6185854
xvii 	52782543	5831210
peuvent 	52781011	1765056
底 	52778010	1062061
345 	52755895	7644587
repair 	52754444	4390889
الا 	52753970	336574
たし 	52753233	500350
libro 	52744214	1960100
ko 	52739549	4416413
lane 	52736140	4380271
damages 	52735536	2315762
ellos 	52729965	1135417
shore 	52716633	4410567
宣 	52704963	1049828
头 	52696483	399411
beam 	52678838	2933742
355 	52674013	7512831
效 	52664755	747953
eggs 	52624397	3095150
basin 	52624374	3128966
التي 	52614757	259911
免 	52602814	1056804
たち 	52602108	448193
oe 	52580930	4473797
卒 	52580328	993259
0.00 	52559712	1454711
parent 	52558739	5500771
乂 	52525976	538566
急 	52522235	1095900
avaient 	52513163	1412392
装 	52505164	990969
導 	52484546	806491
delay 	52478321	5247421
howard 	52472499	4127126
unto 	52470341	2809917
處 	52466171	546734
horses 	52446970	3801921
324 	52421728	7753509
oral 	52420385	3893709
327 	52415108	7795967
alleged 	52412218	3196956
方面 	52411356	812477
acute 	52410617	4101976
appeals 	52371113	3290241
unable 	52368588	6221615
関係 	52355482	415183
exposure 	52349987	4128893
leg 	52319332	5187414
bin 	52319155	3903491
ance 	52315644	5905460
mf 	52297645	1760842
timber 	52294960	3133114
方法 	52282724	876589
凡 	52281670	1033659
cutting 	52278673	5328369
irish 	52273751	3086088
input 	52263157	2422014
とき 	52261009	483508
proceed 	52213844	5739122
returns 	52212926	5093127
許 	52210001	826970
forming 	52205199	5817851
detroit 	52203960	2764407
365 	52173150	7521273
wells 	52171349	4221410
hills 	52164794	4625086
氣 	52150459	553135
独 	52149512	790450
handling 	52142164	4967406
370 	52136948	7268013
signs 	52105480	5895124
忠 	52077230	1053894
exceed 	52072415	5120484
甲 	52063616	1086413
allfields:of 	52056213	17928089
allfieldsProper:of 	52055604	17928089
declaration 	52040804	4208994
spater 	52038218	1662124
dadurch 	52009171	1656281
adams 	52002694	4029818
1o 	51979793	3408939
scope 	51976503	5908008
団 	51970320	478087
confidence 	51955882	5890463
dernier 	51952157	1869231
communities 	51922912	4171742
andre 	51916783	3570408
319 	51915058	7798188
nt 	51890102	4918885
protect 	51889121	5686752
raise 	51861813	6144267
hecho 	51855799	1136168
kam 	51851323	2447122
partial 	51848620	5979130
customs 	51837015	3958419
chef 	51829653	2673287
いふ 	51828793	411706
mountains 	51818561	4125756
corner 	51811707	5494257
advice 	51804124	5827577
musste 	51799059	1592452
追 	51782425	1076298
defendants 	51778199	939499
必要 	51752337	826825
efficient 	51751312	5438262
ended 	51742985	5361264
334 	51739307	7636155
чтобы 	51736218	525896
corporate 	51728541	3004563
drugs 	51715358	2793665
namely 	51709293	5232607
furnished 	51707905	4794687
indem 	51706378	2058081
remove 	51701173	6258949
a.m 	51690993	3624091
たた 	51675683	484683
stories 	51668700	4180802
governments 	51659926	3706684
liberal 	51654032	5413984
titre 	51650577	1796526
336 	51642518	7621991
sue 	51632663	4402491
vehicles 	51632312	3140032
obvious 	51631393	6020520
四十 	51631222	928490
pos 	51604912	7605040
337 	51597502	7684717
particles 	51597107	2529148
harry 	51583673	3838087
changing 	51576420	6682736
academic 	51563574	4159115
nen 	51560314	3233855
distinguished 	51551313	5809160
extend 	51529652	6166924
ει 	51524602	138442
constructed 	51523965	5498653
incorporated 	51516692	5022240
expenditures 	51503711	2671435
時代 	51477740	643331
sch 	51474429	2069878
准 	51471227	792306
flight 	51469239	4153544
hacer 	51448578	1114020
derselben 	51445338	1551530
organ 	51444439	5217344
ke 	51443650	3787838
质 	51434301	361426
aspect 	51425443	6680980
siempre 	51423602	1126617
этого 	51414647	539908
2.1 	51402143	4291077
inte 	51395553	4654072
講 	51383093	824074
moore 	51369986	4234867
facility 	51358883	4032403
001 	51349730	3223896
否 	51348635	1051145
十八 	51346215	944901
trabajo 	51310650	1160636
唐 	51289272	949260
按 	51288577	799392
valeur 	51270936	1747737
purchased 	51266292	4772969
thank 	51258849	4837948
gegenuber 	51255475	1643158
str 	51253615	1999672
improvements 	51245739	4607552
therapy 	51228066	1466701
에 	51222976	63678
かと 	51182492	485908
fond 	51172725	4736489
colorado 	51163962	3286732
401 	51156164	6651701
leaf 	51127067	3719764
运 	51114696	376517
deutschland 	51112724	1856289
noi 	51112272	2005177
welches 	51072120	1585679
くな 	51064911	496607
wet 	51059585	4838621
tool 	51048145	4654116
渡 	51037377	1049766
学校 	51035295	568048
presents 	51025796	6978654
けた 	51019231	495397
respondent 	51006625	1301937
bois 	51003514	2731809
类 	50989501	527882
semi 	50986455	6821030
faculty 	50970569	3829416
farms 	50970186	3172644
א 	50969004	96377
elsewhere 	50964654	6331840
油 	50928646	990280
frau 	50921271	2008742
resolved 	50921060	4782419
presque 	50920193	1825479
ciudad 	50919137	1374608
経済 	50916375	389027
权 	50911008	466210
aged 	50876302	4668647
aside 	50875050	5751566
deputy 	50861516	3193841
融 	50861303	980105
气 	50855395	584087
550 	50821714	6217907
τα 	50815048	166342
refused 	50811208	4463521
cs 	50803234	4386609
soils 	50798981	1877340
stable 	50797939	5694364
dt 	50797708	3480120
